control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	FDR	Precision	Recall	F1	Sensitivity	minimum_read_support
positive	100GB	85%	FusionSeeker	24	3	400	0.8888888888888888	0.1111111111111111	0.0075	0.014051522248243558	0.0075	82
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	82
positive	100GB	90%	FusionSeeker	46	4	400	0.92	0.08	0.01	0.017777777777777778	0.01	82
positive	100GB	90%	Genion	3	0	400	1	0	0	NA	0	82
positive	100GB	95%	FusionSeeker	65	12	400	0.8441558441558441	0.15584415584415584	0.03	0.050314465408805034	0.03	82
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	82
positive	100GB	85%	CTAT-LR-Fusion	4	0	400	1	0	0	NA	0	81
positive	100GB	85%	FusionSeeker	26	3	400	0.896551724137931	0.10344827586206896	0.0075	0.013986013986013986	0.0075	81
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	81
positive	100GB	90%	FusionSeeker	47	4	400	0.9215686274509803	0.0784313725490196	0.01	0.017738359201773836	0.01	81
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	81
positive	100GB	95%	FusionSeeker	66	12	400	0.8461538461538461	0.15384615384615385	0.03	0.05020920502092051	0.03	81
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	81
positive	100GB	85%	CTAT-LR-Fusion	4	0	400	1	0	0	NA	0	80
positive	100GB	85%	FusionSeeker	27	4	400	0.8709677419354839	0.12903225806451613	0.01	0.018561484918793503	0.01	80
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	80
positive	100GB	90%	FusionSeeker	48	5	400	0.9056603773584906	0.09433962264150944	0.0125	0.02207505518763797	0.0125	80
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	80
positive	100GB	95%	FusionSeeker	66	12	400	0.8461538461538461	0.15384615384615385	0.03	0.05020920502092051	0.03	80
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	80
positive	100GB	85%	CTAT-LR-Fusion	4	0	400	1	0	0	NA	0	79
positive	100GB	85%	FusionSeeker	28	4	400	0.875	0.125	0.01	0.018518518518518517	0.01	79
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	79
positive	100GB	90%	FusionSeeker	48	5	400	0.9056603773584906	0.09433962264150944	0.0125	0.02207505518763797	0.0125	79
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	79
positive	100GB	95%	FusionSeeker	67	13	400	0.8375	0.1625	0.0325	0.05416666666666667	0.0325	79
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	79
positive	100GB	85%	CTAT-LR-Fusion	4	0	400	1	0	0	NA	0	78
positive	100GB	85%	FusionSeeker	29	4	400	0.8787878787878788	0.12121212121212122	0.01	0.018475750577367205	0.01	78
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	78
positive	100GB	90%	FusionSeeker	51	5	400	0.9107142857142857	0.08928571428571429	0.0125	0.02192982456140351	0.0125	78
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	78
positive	100GB	95%	FusionSeeker	70	14	400	0.8333333333333334	0.16666666666666666	0.035	0.05785123966942149	0.035	78
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	78
positive	100GB	85%	CTAT-LR-Fusion	4	0	400	1	0	0	NA	0	77
positive	100GB	85%	FusionSeeker	30	4	400	0.8823529411764706	0.11764705882352941	0.01	0.018433179723502304	0.01	77
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	77
positive	100GB	90%	FusionSeeker	53	7	400	0.8833333333333333	0.11666666666666667	0.0175	0.030434782608695657	0.0175	77
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	77
positive	100GB	95%	FusionSeeker	70	16	400	0.813953488372093	0.18604651162790697	0.04	0.06584362139917696	0.04	77
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	77
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	1	0	0	NA	0	76
positive	100GB	85%	FusionSeeker	31	4	400	0.8857142857142857	0.11428571428571428	0.01	0.018390804597701153	0.01	76
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	76
positive	100GB	90%	FusionSeeker	56	8	400	0.875	0.125	0.02	0.03448275862068966	0.02	76
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	76
positive	100GB	95%	FusionSeeker	73	17	400	0.8111111111111111	0.18888888888888888	0.0425	0.06938775510204082	0.0425	76
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	76
positive	100GB	85%	CTAT-LR-Fusion	6	0	400	1	0	0	NA	0	75
positive	100GB	85%	FusionSeeker	31	4	400	0.8857142857142857	0.11428571428571428	0.01	0.018390804597701153	0.01	75
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	75
positive	100GB	90%	FusionSeeker	57	9	400	0.8636363636363636	0.13636363636363635	0.0225	0.03862660944206009	0.0225	75
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	75
positive	100GB	95%	FusionSeeker	74	17	400	0.8131868131868132	0.18681318681318682	0.0425	0.06924643584521385	0.0425	75
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	75
positive	100GB	85%	CTAT-LR-Fusion	7	0	400	1	0	0	NA	0	74
positive	100GB	85%	FusionSeeker	31	4	400	0.8857142857142857	0.11428571428571428	0.01	0.018390804597701153	0.01	74
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	74
positive	100GB	90%	FusionSeeker	57	9	400	0.8636363636363636	0.13636363636363635	0.0225	0.03862660944206009	0.0225	74
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	74
positive	100GB	95%	FusionSeeker	75	18	400	0.8064516129032258	0.1935483870967742	0.045	0.07302231237322515	0.045	74
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	74
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	74
positive	100GB	85%	CTAT-LR-Fusion	7	0	400	1	0	0	NA	0	73
positive	100GB	85%	FusionSeeker	32	4	400	0.8888888888888888	0.1111111111111111	0.01	0.01834862385321101	0.01	73
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	73
positive	100GB	90%	FusionSeeker	59	9	400	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225	73
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	73
positive	100GB	95%	FusionSeeker	76	18	400	0.8085106382978723	0.19148936170212766	0.045	0.0728744939271255	0.045	73
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	73
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	73
positive	100GB	85%	CTAT-LR-Fusion	7	0	400	1	0	0	NA	0	72
positive	100GB	85%	FusionSeeker	35	4	400	0.8974358974358975	0.10256410256410256	0.01	0.01822323462414579	0.01	72
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	72
positive	100GB	90%	FusionSeeker	59	9	400	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225	72
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	72
positive	100GB	95%	FusionSeeker	77	18	400	0.8105263157894737	0.18947368421052632	0.045	0.07272727272727272	0.045	72
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	72
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	72
positive	100GB	85%	CTAT-LR-Fusion	8	0	400	1	0	0	NA	0	71
positive	100GB	85%	FusionSeeker	35	4	400	0.8974358974358975	0.10256410256410256	0.01	0.01822323462414579	0.01	71
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	71
positive	100GB	90%	FusionSeeker	60	9	400	0.8695652173913043	0.13043478260869565	0.0225	0.03837953091684435	0.0225	71
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	71
positive	100GB	95%	FusionSeeker	78	18	400	0.8125	0.1875	0.045	0.07258064516129033	0.045	71
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	71
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	71
positive	100GB	85%	CTAT-LR-Fusion	8	0	400	1	0	0	NA	0	70
positive	100GB	85%	FusionSeeker	37	4	400	0.9024390243902439	0.0975609756097561	0.01	0.018140589569161	0.01	70
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	70
positive	100GB	90%	FusionSeeker	62	9	400	0.8732394366197183	0.1267605633802817	0.0225	0.038216560509554146	0.0225	70
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	70
positive	100GB	95%	FusionSeeker	78	18	400	0.8125	0.1875	0.045	0.07258064516129033	0.045	70
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	70
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	70
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	70
positive	100GB	85%	CTAT-LR-Fusion	8	0	400	1	0	0	NA	0	69
positive	100GB	85%	FusionSeeker	37	4	400	0.9024390243902439	0.0975609756097561	0.01	0.018140589569161	0.01	69
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	69
positive	100GB	90%	FusionSeeker	63	10	400	0.863013698630137	0.136986301369863	0.025	0.042283298097251586	0.025	69
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	69
positive	100GB	95%	FusionSeeker	80	18	400	0.8163265306122449	0.1836734693877551	0.045	0.07228915662650602	0.045	69
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	69
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	69
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	69
positive	100GB	85%	CTAT-LR-Fusion	8	0	400	1	0	0	NA	0	68
positive	100GB	85%	FusionSeeker	39	4	400	0.9069767441860465	0.09302325581395349	0.01	0.018058690744920995	0.01	68
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	68
positive	100GB	90%	FusionSeeker	63	10	400	0.863013698630137	0.136986301369863	0.025	0.042283298097251586	0.025	68
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	68
positive	100GB	95%	FusionSeeker	80	19	400	0.8080808080808081	0.1919191919191919	0.0475	0.07615230460921843	0.0475	68
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	68
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	68
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	68
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	67
positive	100GB	85%	FusionSeeker	41	6	400	0.8723404255319149	0.1276595744680851	0.015	0.026845637583892617	0.015	67
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	67
positive	100GB	90%	FusionSeeker	66	10	400	0.868421052631579	0.13157894736842105	0.025	0.04201680672268908	0.025	67
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	67
positive	100GB	95%	FusionSeeker	83	19	400	0.8137254901960784	0.18627450980392157	0.0475	0.07569721115537849	0.0475	67
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	67
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	67
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	67
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	66
positive	100GB	85%	FusionSeeker	41	6	400	0.8723404255319149	0.1276595744680851	0.015	0.026845637583892617	0.015	66
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	66
positive	100GB	90%	FusionSeeker	68	10	400	0.8717948717948718	0.1282051282051282	0.025	0.041841004184100423	0.025	66
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	66
positive	100GB	95%	FusionSeeker	86	20	400	0.8113207547169812	0.18867924528301888	0.05	0.0790513833992095	0.05	66
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	66
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	66
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	66
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	65
positive	100GB	85%	FusionSeeker	41	6	400	0.8723404255319149	0.1276595744680851	0.015	0.026845637583892617	0.015	65
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	65
positive	100GB	90%	FusionSeeker	70	10	400	0.875	0.125	0.025	0.04166666666666667	0.025	65
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	65
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	65
positive	100GB	95%	FusionSeeker	87	20	400	0.8130841121495327	0.18691588785046728	0.05	0.07889546351084811	0.05	65
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	65
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	65
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	65
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	64
positive	100GB	85%	FusionSeeker	42	6	400	0.875	0.125	0.015	0.02678571428571428	0.015	64
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	64
positive	100GB	90%	FusionSeeker	71	12	400	0.8554216867469879	0.14457831325301204	0.03	0.049689440993788817	0.03	64
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	64
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	64
positive	100GB	95%	FusionSeeker	89	20	400	0.8165137614678899	0.1834862385321101	0.05	0.07858546168958742	0.05	64
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	64
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	64
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	64
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	63
positive	100GB	85%	FusionSeeker	43	6	400	0.8775510204081632	0.12244897959183673	0.015	0.026726057906458798	0.015	63
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	63
positive	100GB	90%	FusionSeeker	71	13	400	0.8452380952380952	0.15476190476190477	0.0325	0.05371900826446281	0.0325	63
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	63
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	63
positive	100GB	95%	FusionSeeker	89	20	400	0.8165137614678899	0.1834862385321101	0.05	0.07858546168958742	0.05	63
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	63
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	63
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	63
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	62
positive	100GB	85%	FusionSeeker	44	6	400	0.88	0.12	0.015	0.026666666666666665	0.015	62
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	62
positive	100GB	90%	FusionSeeker	71	14	400	0.8352941176470589	0.16470588235294117	0.035	0.0577319587628866	0.035	62
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	62
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	62
positive	100GB	95%	FusionSeeker	90	20	400	0.8181818181818182	0.18181818181818182	0.05	0.07843137254901962	0.05	62
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	62
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	62
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	62
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	61
positive	100GB	85%	FusionSeeker	44	6	400	0.88	0.12	0.015	0.026666666666666665	0.015	61
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	61
positive	100GB	90%	FusionSeeker	73	14	400	0.8390804597701149	0.16091954022988506	0.035	0.05749486652977413	0.035	61
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	61
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	61
positive	100GB	95%	FusionSeeker	95	20	400	0.8260869565217391	0.17391304347826086	0.05	0.07766990291262137	0.05	61
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	61
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	61
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	61
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	60
positive	100GB	85%	FusionSeeker	44	7	400	0.8627450980392157	0.13725490196078433	0.0175	0.03104212860310421	0.0175	60
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	60
positive	100GB	90%	FusionSeeker	75	14	400	0.8426966292134831	0.15730337078651685	0.035	0.0572597137014315	0.035	60
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	60
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	60
positive	100GB	95%	FusionSeeker	95	20	400	0.8260869565217391	0.17391304347826086	0.05	0.07766990291262137	0.05	60
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	60
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	60
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	60
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	59
positive	100GB	85%	FusionSeeker	44	7	400	0.8627450980392157	0.13725490196078433	0.0175	0.03104212860310421	0.0175	59
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	59
positive	100GB	90%	FusionSeeker	76	14	400	0.8444444444444444	0.15555555555555556	0.035	0.05714285714285715	0.035	59
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	59
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	59
positive	100GB	95%	FusionSeeker	95	21	400	0.8189655172413793	0.1810344827586207	0.0525	0.0813953488372093	0.0525	59
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	59
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	59
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	59
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	58
positive	100GB	85%	FusionSeeker	45	7	400	0.8653846153846154	0.1346153846153846	0.0175	0.03097345132743363	0.0175	58
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	58
positive	100GB	90%	FusionSeeker	76	14	400	0.8444444444444444	0.15555555555555556	0.035	0.05714285714285715	0.035	58
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	58
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	58
positive	100GB	95%	FusionSeeker	97	22	400	0.8151260504201681	0.18487394957983194	0.055	0.08477842003853565	0.055	58
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	58
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	58
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	58
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	58
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	58
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	57
positive	100GB	85%	FusionSeeker	49	7	400	0.875	0.125	0.0175	0.03070175438596491	0.0175	57
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	57
positive	100GB	90%	FusionSeeker	79	14	400	0.8494623655913979	0.15053763440860216	0.035	0.05679513184584179	0.035	57
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	57
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	57
positive	100GB	95%	FusionSeeker	100	22	400	0.819672131147541	0.18032786885245902	0.055	0.0842911877394636	0.055	57
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	57
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	57
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	57
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	57
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	57
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	56
positive	100GB	85%	FusionSeeker	52	8	400	0.8666666666666667	0.13333333333333333	0.02	0.034782608695652174	0.02	56
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	56
positive	100GB	90%	FusionSeeker	82	14	400	0.8541666666666666	0.14583333333333334	0.035	0.05645161290322581	0.035	56
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	56
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	56
positive	100GB	95%	FusionSeeker	101	22	400	0.8211382113821138	0.17886178861788618	0.055	0.0841300191204589	0.055	56
positive	100GB	95%	Genion	1	0	400	1	0	0	NA	0	56
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	56
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	56
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	56
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	56
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	55
positive	100GB	85%	FusionSeeker	55	9	400	0.859375	0.140625	0.0225	0.03879310344827586	0.0225	55
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	55
positive	100GB	90%	FusionSeeker	87	15	400	0.8529411764705882	0.14705882352941177	0.0375	0.05976095617529881	0.0375	55
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	55
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	55
positive	100GB	95%	FusionSeeker	103	25	400	0.8046875	0.1953125	0.0625	0.0946969696969697	0.0625	55
positive	100GB	95%	Genion	1	1	400	0.5	0.5	0.0025	0.0049751243781094535	0.0025	55
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	55
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	55
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	55
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	55
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	54
positive	100GB	85%	FusionSeeker	56	9	400	0.8615384615384616	0.13846153846153847	0.0225	0.03870967741935484	0.0225	54
positive	100GB	85%	Genion	4	0	400	1	0	0	NA	0	54
positive	100GB	90%	FusionSeeker	88	15	400	0.8543689320388349	0.14563106796116504	0.0375	0.059642147117296214	0.0375	54
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	54
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	54
positive	100GB	95%	FusionSeeker	106	26	400	0.803030303030303	0.19696969696969696	0.065	0.09774436090225563	0.065	54
positive	100GB	95%	Genion	1	1	400	0.5	0.5	0.0025	0.0049751243781094535	0.0025	54
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	54
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	54
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	54
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	54
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	53
positive	100GB	85%	FusionSeeker	58	9	400	0.8656716417910447	0.13432835820895522	0.0225	0.03854389721627409	0.0225	53
positive	100GB	85%	Genion	5	0	400	1	0	0	NA	0	53
positive	100GB	90%	FusionSeeker	91	15	400	0.8584905660377359	0.14150943396226415	0.0375	0.05928853754940711	0.0375	53
positive	100GB	90%	Genion	4	0	400	1	0	0	NA	0	53
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	53
positive	100GB	95%	FusionSeeker	111	26	400	0.8102189781021898	0.1897810218978102	0.065	0.0968342644320298	0.065	53
positive	100GB	95%	Genion	1	2	400	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005	53
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	53
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	53
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	53
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	53
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	52
positive	100GB	85%	FusionSeeker	59	9	400	0.8676470588235294	0.1323529411764706	0.0225	0.038461538461538464	0.0225	52
positive	100GB	85%	Genion	5	0	400	1	0	0	NA	0	52
positive	100GB	90%	FusionSeeker	91	16	400	0.8504672897196262	0.14953271028037382	0.04	0.0631163708086785	0.04	52
positive	100GB	90%	Genion	4	1	400	0.8	0.2	0.0025	0.0049382716049382715	0.0025	52
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	52
positive	100GB	95%	FusionSeeker	117	26	400	0.8181818181818182	0.18181818181818182	0.065	0.09576427255985268	0.065	52
positive	100GB	95%	Genion	1	2	400	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005	52
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	52
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	52
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	52
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	52
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	51
positive	100GB	85%	FusionSeeker	60	9	400	0.8695652173913043	0.13043478260869565	0.0225	0.03837953091684435	0.0225	51
positive	100GB	85%	Genion	5	0	400	1	0	0	NA	0	51
positive	100GB	90%	FusionSeeker	93	16	400	0.8532110091743119	0.14678899082568808	0.04	0.06286836935166995	0.04	51
positive	100GB	90%	Genion	4	1	400	0.8	0.2	0.0025	0.0049382716049382715	0.0025	51
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	51
positive	100GB	95%	FusionSeeker	119	27	400	0.815068493150685	0.18493150684931506	0.0675	0.09890109890109892	0.0675	51
positive	100GB	95%	Genion	1	2	400	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005	51
positive	100GB	95%	JAFFAL	0	1	400	0	1	0.0025	0.004987531172069826	0.0025	51
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	51
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	51
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	51
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	51
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	50
positive	100GB	85%	FusionSeeker	64	9	400	0.8767123287671232	0.1232876712328767	0.0225	0.03805496828752643	0.0225	50
positive	100GB	85%	Genion	5	0	400	1	0	0	NA	0	50
positive	100GB	90%	CTAT-LR-Fusion	0	1	400	0	1	0.0025	0.004987531172069826	0.0025	50
positive	100GB	90%	FusionSeeker	94	17	400	0.8468468468468469	0.15315315315315314	0.0425	0.06653620352250489	0.0425	50
positive	100GB	90%	Genion	5	2	400	0.7142857142857143	0.2857142857142857	0.005	0.009828009828009828	0.005	50
positive	100GB	95%	CTAT-LR-Fusion	1	0	400	1	0	0	NA	0	50
positive	100GB	95%	FusionSeeker	124	27	400	0.8211920529801324	0.17880794701986755	0.0675	0.09800362976406533	0.0675	50
positive	100GB	95%	Genion	1	2	400	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005	50
positive	100GB	95%	JAFFAL	0	1	400	0	1	0.0025	0.004987531172069826	0.0025	50
positive	100GB	95%	LongGF	1	0	400	1	0	0	NA	0	50
positive	10GB	85%	FusionSeeker	1	0	397	1	0	0	NA	0	50
positive	10GB	85%	Genion	1	0	397	1	0	0	NA	0	50
positive	10GB	90%	FusionSeeker	1	0	400	1	0	0	NA	0	50
positive	100GB	85%	CTAT-LR-Fusion	9	0	400	1	0	0	NA	0	49
