control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	minimum_read_support	FDR	Precision	Recall	F1	Sensitivity
negative	10GB	90%	FusionSeeker	1	0	400	57	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	57	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	57	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	51	7	400	57	0.8793103448275862	0.1206896551724138	0.0175	0.030567685589519653	0.0175
positive	100GB	85%	GFSeeker	1	0	400	57	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	57	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	57	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	85	14	400	57	0.8585858585858586	0.1414141414141414	0.035	0.0561122244488978	0.035
positive	100GB	90%	GFSeeker	1	0	400	57	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	57	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	57	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	104	22	400	57	0.8253968253968254	0.1746031746031746	0.055	0.08365019011406845	0.055
positive	100GB	95%	GFSeeker	1	0	400	57	1	0	0	NA	0
positive	100GB	95%	Genion	1	0	400	57	1	0	0	NA	0
positive	100GB	95%	LongGF	1	0	400	57	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	57	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	57	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	57	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	57	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	57	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	56	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	26	0	400	56	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	56	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	56	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	56	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	26	0	400	56	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	56	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	56	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	56	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	56	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	28	0	400	56	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	56	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	56	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	56	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	56	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	56	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	56	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	56	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	56	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	53	7	400	56	0.8833333333333333	0.11666666666666667	0.0175	0.030434782608695657	0.0175
positive	100GB	85%	GFSeeker	1	0	400	56	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	56	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	56	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	89	14	400	56	0.8640776699029126	0.13592233009708737	0.035	0.055666003976143144	0.035
positive	100GB	90%	GFSeeker	2	0	400	56	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	56	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	56	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	106	22	400	56	0.828125	0.171875	0.055	0.08333333333333333	0.055
positive	100GB	95%	GFSeeker	1	0	400	56	1	0	0	NA	0
positive	100GB	95%	Genion	1	0	400	56	1	0	0	NA	0
positive	100GB	95%	LongGF	1	0	400	56	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	56	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	56	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	56	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	56	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	56	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	55	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	26	0	400	55	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	55	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	55	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	55	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	27	0	400	55	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	55	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	55	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	55	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	55	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	28	0	400	55	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	55	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	55	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	55	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	55	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	55	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	55	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	55	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	55	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	55	10	400	55	0.8461538461538461	0.15384615384615385	0.025	0.043010752688172046	0.025
positive	100GB	85%	GFSeeker	1	0	400	55	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	55	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	55	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	92	14	400	55	0.8679245283018868	0.1320754716981132	0.035	0.05533596837944664	0.035
positive	100GB	90%	GFSeeker	2	0	400	55	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	55	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	55	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	106	22	400	55	0.828125	0.171875	0.055	0.08333333333333333	0.055
positive	100GB	95%	GFSeeker	1	0	400	55	1	0	0	NA	0
positive	100GB	95%	Genion	1	0	400	55	1	0	0	NA	0
positive	100GB	95%	LongGF	1	0	400	55	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	55	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	55	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	55	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	55	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	55	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	54	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	26	0	400	54	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	54	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	54	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	54	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	28	0	400	54	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	54	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	54	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	54	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	54	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	28	0	400	54	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	54	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	54	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	54	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	54	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	54	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	54	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	54	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	54	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	60	11	400	54	0.8450704225352113	0.15492957746478872	0.0275	0.046709129511677286	0.0275
positive	100GB	85%	GFSeeker	1	0	400	54	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	54	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	54	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	96	16	400	54	0.8571428571428571	0.14285714285714285	0.04	0.0625	0.04
positive	100GB	90%	GFSeeker	2	0	400	54	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	54	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	54	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	107	25	400	54	0.8106060606060606	0.1893939393939394	0.0625	0.09398496240601503	0.0625
positive	100GB	95%	GFSeeker	1	0	400	54	1	0	0	NA	0
positive	100GB	95%	Genion	1	1	400	54	0.5	0.5	0.0025	0.0049751243781094535	0.0025
positive	100GB	95%	LongGF	1	0	400	54	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	54	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	54	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	54	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	54	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	54	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	53	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	27	0	400	53	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	53	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	53	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	53	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	29	0	400	53	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	53	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	53	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	53	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	53	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	28	0	400	53	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	53	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	53	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	53	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	53	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	53	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	53	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	53	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	53	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	61	11	400	53	0.8472222222222222	0.1527777777777778	0.0275	0.046610169491525424	0.0275
positive	100GB	85%	GFSeeker	1	0	400	53	1	0	0	NA	0
positive	100GB	85%	Genion	4	0	400	53	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	53	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	97	16	400	53	0.8584070796460177	0.1415929203539823	0.04	0.06237816764132553	0.04
positive	100GB	90%	GFSeeker	2	0	400	53	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	53	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	53	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	109	26	400	53	0.8074074074074075	0.1925925925925926	0.065	0.09719626168224299	0.065
positive	100GB	95%	GFSeeker	1	0	400	53	1	0	0	NA	0
positive	100GB	95%	Genion	1	1	400	53	0.5	0.5	0.0025	0.0049751243781094535	0.0025
positive	100GB	95%	LongGF	1	0	400	53	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	53	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	53	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	53	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	53	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	53	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	52	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	27	0	400	52	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	52	1	0	0	NA	0
negative	100GB	85%	Genion	4	0	400	52	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	52	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	29	0	400	52	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	52	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	52	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	52	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	52	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	28	0	400	52	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	52	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	52	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	52	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	52	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	52	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	52	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	52	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	52	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	64	11	400	52	0.8533333333333334	0.14666666666666667	0.0275	0.04631578947368421	0.0275
positive	100GB	85%	GFSeeker	1	0	400	52	1	0	0	NA	0
positive	100GB	85%	Genion	5	0	400	52	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	52	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	99	16	400	52	0.8608695652173913	0.1391304347826087	0.04	0.06213592233009709	0.04
positive	100GB	90%	GFSeeker	3	0	400	52	1	0	0	NA	0
positive	100GB	90%	Genion	4	0	400	52	1	0	0	NA	0
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	52	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	113	26	400	52	0.8129496402877698	0.18705035971223022	0.065	0.09647495361781076	0.065
positive	100GB	95%	GFSeeker	1	0	400	52	1	0	0	NA	0
positive	100GB	95%	Genion	1	2	400	52	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005
positive	100GB	95%	LongGF	1	0	400	52	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	52	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	52	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	52	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	52	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	52	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	51	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	28	0	400	51	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	51	1	0	0	NA	0
negative	100GB	85%	Genion	5	0	400	51	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	51	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	31	0	400	51	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	51	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	51	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	51	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	51	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	29	0	400	51	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	51	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	51	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	51	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	51	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	51	1	0	0	NA	0
negative	10GB	85%	Genion	1	0	397	51	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	51	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	51	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	51	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	65	11	400	51	0.8552631578947368	0.14473684210526316	0.0275	0.04621848739495798	0.0275
positive	100GB	85%	GFSeeker	1	0	400	51	1	0	0	NA	0
positive	100GB	85%	Genion	5	0	400	51	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	51	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	99	16	400	51	0.8608695652173913	0.1391304347826087	0.04	0.06213592233009709	0.04
positive	100GB	90%	GFSeeker	3	0	400	51	1	0	0	NA	0
positive	100GB	90%	Genion	4	1	400	51	0.8	0.2	0.0025	0.0049382716049382715	0.0025
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	51	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	117	26	400	51	0.8181818181818182	0.18181818181818182	0.065	0.09576427255985268	0.065
positive	100GB	95%	GFSeeker	1	0	400	51	1	0	0	NA	0
positive	100GB	95%	Genion	1	2	400	51	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005
positive	100GB	95%	LongGF	1	0	400	51	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	51	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	51	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	51	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	51	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	51	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	50	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	29	0	400	50	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	50	1	0	0	NA	0
negative	100GB	85%	Genion	5	0	400	50	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	50	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	31	0	400	50	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	50	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	50	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	50	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	50	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	30	0	400	50	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	50	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	50	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	50	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	50	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	50	1	0	0	NA	0
negative	10GB	85%	Genion	1	0	397	50	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	50	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	50	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	50	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	67	11	400	50	0.8589743589743589	0.14102564102564102	0.0275	0.04602510460251046	0.0275
positive	100GB	85%	GFSeeker	1	0	400	50	1	0	0	NA	0
positive	100GB	85%	Genion	5	0	400	50	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	50	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	101	16	400	50	0.8632478632478633	0.13675213675213677	0.04	0.061895551257253385	0.04
positive	100GB	90%	GFSeeker	3	0	400	50	1	0	0	NA	0
positive	100GB	90%	Genion	4	1	400	50	0.8	0.2	0.0025	0.0049382716049382715	0.0025
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	50	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	119	27	400	50	0.815068493150685	0.18493150684931506	0.0675	0.09890109890109892	0.0675
positive	100GB	95%	GFSeeker	1	0	400	50	1	0	0	NA	0
positive	100GB	95%	Genion	1	2	400	50	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005
positive	100GB	95%	JAFFAL	0	1	400	50	0	1	0.0025	0.004987531172069826	0.0025
positive	100GB	95%	LongGF	1	0	400	50	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	50	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	50	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	50	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	50	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	50	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	49	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	29	0	400	49	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	49	1	0	0	NA	0
negative	100GB	85%	Genion	5	0	400	49	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	49	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	31	0	400	49	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	49	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	49	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	49	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	49	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	30	0	400	49	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	49	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	49	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	49	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	49	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	49	1	0	0	NA	0
negative	10GB	85%	Genion	1	0	397	49	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	49	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	49	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	49	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	69	11	400	49	0.8625	0.1375	0.0275	0.04583333333333334	0.0275
positive	100GB	85%	GFSeeker	1	0	400	49	1	0	0	NA	0
positive	100GB	85%	Genion	5	0	400	49	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	1	400	49	0.5	0.5	0.0025	0.0049751243781094535	0.0025
positive	100GB	90%	FusionSeeker	103	17	400	49	0.8583333333333333	0.14166666666666666	0.0425	0.06538461538461539	0.0425
positive	100GB	90%	GFSeeker	3	0	400	49	1	0	0	NA	0
positive	100GB	90%	Genion	5	2	400	49	0.7142857142857143	0.2857142857142857	0.005	0.009828009828009828	0.005
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	49	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	122	27	400	49	0.8187919463087249	0.18120805369127516	0.0675	0.09836065573770493	0.0675
positive	100GB	95%	GFSeeker	2	0	400	49	1	0	0	NA	0
positive	100GB	95%	Genion	1	2	400	49	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005
positive	100GB	95%	JAFFAL	0	1	400	49	0	1	0.0025	0.004987531172069826	0.0025
positive	100GB	95%	LongGF	1	0	400	49	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	49	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	49	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	49	1	0	0	NA	0
positive	10GB	90%	FusionSeeker	1	0	400	49	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	49	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	48	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	33	0	400	48	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	48	1	0	0	NA	0
negative	100GB	85%	Genion	5	0	400	48	1	0	0	NA	0
negative	100GB	90%	CTAT-LR-Fusion	1	0	400	48	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	32	0	400	48	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	48	1	0	0	NA	0
negative	100GB	90%	Genion	4	0	400	48	1	0	0	NA	0
negative	100GB	90%	LongGF	1	0	400	48	1	0	0	NA	0
negative	100GB	95%	CTAT-LR-Fusion	1	0	400	48	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	30	0	400	48	1	0	0	NA	0
negative	100GB	95%	GFSeeker	1	0	400	48	1	0	0	NA	0
negative	100GB	95%	Genion	1	0	400	48	1	0	0	NA	0
negative	100GB	95%	LongGF	1	0	400	48	1	0	0	NA	0
negative	10GB	85%	CTAT-LR-Fusion	1	0	397	48	1	0	0	NA	0
negative	10GB	85%	FusionSeeker	1	0	397	48	1	0	0	NA	0
negative	10GB	85%	Genion	1	0	397	48	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	48	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	48	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	5	0	400	48	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	70	11	400	48	0.8641975308641975	0.13580246913580246	0.0275	0.04573804573804574	0.0275
positive	100GB	85%	GFSeeker	1	0	400	48	1	0	0	NA	0
positive	100GB	85%	Genion	5	0	400	48	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	2	1	400	48	0.6666666666666666	0.3333333333333333	0.0025	0.004962779156327543	0.0025
positive	100GB	90%	FusionSeeker	107	17	400	48	0.8629032258064516	0.13709677419354838	0.0425	0.0648854961832061	0.0425
positive	100GB	90%	GFSeeker	3	1	400	48	0.75	0.25	0.0025	0.0049504950495049506	0.0025
positive	100GB	90%	Genion	5	2	400	48	0.7142857142857143	0.2857142857142857	0.005	0.009828009828009828	0.005
positive	100GB	95%	CTAT-LR-Fusion	2	0	400	48	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	125	27	400	48	0.8223684210526315	0.17763157894736842	0.0675	0.09782608695652174	0.0675
positive	100GB	95%	GFSeeker	2	0	400	48	1	0	0	NA	0
positive	100GB	95%	Genion	1	2	400	48	0.3333333333333333	0.6666666666666666	0.005	0.009925558312655087	0.005
positive	100GB	95%	JAFFAL	0	2	400	48	0	1	0.005	0.009950248756218907	0.005
positive	100GB	95%	LongGF	1	0	400	48	1	0	0	NA	0
positive	10GB	85%	CTAT-LR-Fusion	1	0	397	48	1	0	0	NA	0
positive	10GB	85%	FusionSeeker	1	0	397	48	1	0	0	NA	0
positive	10GB	85%	Genion	1	0	397	48	1	0	0	NA	0
