sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	09d461a1-c070-36f4-4ed0-1cbc2d6c19c7	LINC00383:STARD13-AS	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	87c32c5b-46b0-c6be-c6a3-3f5f1ca1166b	PLCB1:PIGT	4	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	70fb67e8-7a4b-5083-8708-ab522e32baa9	PLCB1:PIGT	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	3950b951-797a-f447-d490-1cbadf7bb9da	PVT1:ENSG00000253503	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	7491e54c-adf5-4b7e-8898-65640d2a860d	PVT1:ENSG00000253503	4	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	3db19919-10d8-1b05-6b15-8cc1b5267cc0	PNPLA8:ENSG00000225612	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	96f6e9fd-747c-1d39-a73d-f79f81e355eb	PNPLA8:ENSG00000225612	4	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	54a25499-8a1d-7d42-bf73-e533109f2387	RPS6KA4:BTG4	4	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	cf391cd5-d33e-a7fb-17e8-6b35fdc6d847	CHRNA6:TMEM67	4	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	456f2497-9bd4-0fac-1c7f-6e995e8ed76a	ASMT:HUWE1	4	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	4b1daa1c-5bb2-be2d-3c98-ee7c5876df4f	GPD1:DAO	4	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	a3046dd2-c30c-f702-81f3-8d4ff131843b	ZBED8:TMEM167A	4	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	b64ec73f-af3d-f49e-d7f9-82b261c26250	ZBED8:TMEM167A	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	537ebcfb-d737-3ba5-a578-c9fa9064e165	MYT1L:CARF	4	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	49c82cc0-db9d-3338-e210-e5a705ed4c51	ENSG00000258938:LDLRAD4	4	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	14574ab9-94eb-b20a-9dab-7b154567bd02	ENSG00000236951:VAMP7	4	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	3d1e2e5f-ec97-ad1f-a346-6d1959c8a116	APBA2:FGFR1	4	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	af64283d-df54-fccd-5ab3-30a0958e1a6f	LDLRAD4:ENSG00000258938	4	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	c2358d38-7607-f413-8384-bbf17e25430d	WASH2P:WRAP53	4	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	9fe8d8f1-420d-b8fa-024d-97fbaf789282	ENSG00000255872:TMUB2	4	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	2c335484-89fe-d234-9167-3116ad40220b	PAPLN:HULC	4	LowConfidence	False_Call	positive	10GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	1996452f-5847-6114-a0ac-428b0e998d19	RNF216:LRRC18	4	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	f12325df-36ba-7a8f-53f2-c0eb996e3eef	EPHA2:MAGEB6	4	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	cec8c607-ba5c-6d10-ba5a-a239237245a4	RER1:GMNC	4	LowConfidence	True_Recall	positive	10GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	1fdcca58-a970-a179-58ce-5a4231e77dad	IL12RB2:KRBA2	4	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	2f525771-696c-2945-9aeb-032bfc089c3a	KCTD19:SKIC3	4	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	3545f4b2-d897-cb25-8af6-2d4445221494	ZNF670:FRAS1	4	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	334f31f8-ffb3-bcc2-caa5-080e05b402c0	ENSG00000234255:TMEM108-AS1	4	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	ac4062df-7d45-ea9e-c97e-d69f6d01f722	PMPCB:SMCO1	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	76613c56-3b13-e307-f7dd-225f477d8d53	ENSG00000241577:CKMT2-AS1	4	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	26b11996-6db1-858f-fcd5-faf5fb62fbe6	LDLRAD4:NUTF2	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	f3cb0efc-4b49-6698-4f84-739b8e5abfec	PPARG:ACTL9	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	5e473cc7-7bc3-2827-370e-849f8a9d962a	ASPN:RPP40	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	cc80aae3-0097-fb17-9a6d-0e2d94afbaf7	SLC16A4-AS1:NXPE3	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3e9de904-243f-5bf3-553a-4af4f6f264ab	ENSG00000254979:ZSCAN32	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c4ed158a-8859-c861-ad70-385bc09dc4f8	ENSG00000225676:CDK5RAP2	4	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c83eef3d-89a3-2986-278a-825e6c4c3a03	TINAG:ENSG00000268416	4	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	667b77af-280f-a92c-531f-0ffe5037e51c	ENSG00000290732:GSAP	4	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	1b63e4a8-3ca6-0d8b-f0ed-a1b4bbdc9107	UPP1:ENSG00000260983	4	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	2d14a9f6-e831-2f05-afe5-c180dcc584ad	PTBP3:FAM66B	4	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	58e09960-f442-b048-c9ba-5bba4f2cdea4	ERC1:AP1G1	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	41dfd25d-31d4-74bf-5aae-ef52dc7edbeb	NXPE3:CAMTA1	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	1bd6ef2c-7ecc-be1c-45e7-d6b5c97283aa	MFSD10:RAB34	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	0cf5e46b-89a7-21be-823a-e841cdecca91	CBY3:ENSG00000228274	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	88f3c3aa-5356-68cb-7fe9-fc58139fad81	NUTM2E:CDK12	4	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	6b86746e-0f4d-21a4-67ab-783ec8577c82	ENSG00000256339:ESAM	4	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	770ee333-c39f-57da-a216-d3782c9480bd	ENSG00000187951:SYTL5	4	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	406311fc-b1aa-a9eb-e148-c6aefe5593dd	SLC28A2:USP2	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	6288cfe4-72ae-1995-c7c5-a75a01f97432	ZNF627:HNRNPA3	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	2c247f7e-7d63-a6df-b512-86848b211f59	ABHD14A-ACY1:ENSG00000260995	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	e2622653-45ee-9c0a-a2b0-d677e7ebdcfe	GTF3C5:LINC01964	4	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	73f64da0-15e4-6d08-bf7c-3dfdd3c61de7	LINC02609:LINC02788	3	LowConfidence	True_Recall	positive	100GB	85%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	0bfa54b6-194b-fd5a-7f3e-df70642cb774	GBAP1:GBA1	3	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	49cbfd53-a562-7b08-ed86-206f1a755647	UPK1B:B4GALT4	3	LowConfidence	True_Recall	positive	10GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	ffb98355-47cc-d24a-5cb2-717328550942	PTGS1:ENSG00000233616	3	LowConfidence	True_Recall	positive	10GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	28dba41c-195e-f409-3045-89111720f369	PLCZ1:ENSG00000255648	3	LowConfidence	True_Recall	positive	100GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	03428cde-41cd-b230-daeb-c292f9f08d1b	FXN:ENSG00000285130	3	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	03fcb23a-6d5b-9dc3-9304-710880e99f1d	ENSG00000236494:ENSG00000233219	3	LowConfidence	True_Recall	positive	10GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	5a128198-a1bd-a188-3078-00dc6512e216	ZNF559:UHRF1	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	26ca71e1-fe24-e386-03f3-639ab8545664	EXD1:LINC02256	3	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	9b27482a-3ffe-a47d-4749-ff865b3a031d	EXD1:LINC02256	3	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	5e4345dc-1657-a6d7-7213-96f3299de90f	MORC3:LINC00320	3	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	35f12448-7549-6d01-25ba-0714f69c93aa	MORC3:LINC00320	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	94d00265-d932-21fd-3d12-1383b912ec16	AP1G2:KTN1	3	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	1ed0f07d-1d23-9ff9-c105-d506fe3ac495	AP1G2:KTN1	3	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	1a89019c-96ee-2d9b-3edc-d894eff033d5	USP44:MIP	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	60bbd0ff-d9e5-d3bf-faee-aea5807f56f9	RARS2:SLC25A27	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	4c2a00c8-c918-3ec0-6355-4b1bcb613836	PVT1:ENSG00000253503	3	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c6fe482f-ca7c-fecf-e7f3-4aef56082c23	PNPLA8:ENSG00000225612	3	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	da68f269-3826-9f03-61db-f18039d17cec	RPS6KA4:BTG4	3	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	134844b0-b8dc-5ba1-1cfc-3acc50822c9c	SLC43A3:SBF2-AS1	3	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	7654fab5-3c47-3d78-0ca0-fc54b7c2d09f	SLC43A3:SBF2-AS1	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q95.fastq	61326c36-2aae-2314-39a2-3bc3649c4e66	LINC01227:KRBOX5	3	LowConfidence	True_Recall	positive	1GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	4a62fd13-3a2d-a0b7-01d8-24ac16abf73a	CHRNA6:TMEM67	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	90d9f5b2-0abe-4401-f4e1-7938c29d1d70	LINC00551:STARD13-AS	3	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	73296b96-61db-4ec4-092b-431c64c6e2d3	LINC00551:STARD13-AS	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	53942399-093d-992a-6faf-582879853383	ENSG00000291178:GPNMB	3	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	377fb7e3-f580-d528-688e-60d6b308ac5c	PSMD5:EBLN3P	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	be1900ec-d26e-103d-c584-071a54d8c93c	SCARNA2:LYPLA2	3	LowConfidence	False_Call	positive	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	348f42d6-3fa8-6667-7c0d-b87ede0c4a50	ENSG00000227083:KDM5C-IT1	3	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	a68860f1-2f20-acc5-5308-c662ee6a241c	MACROH2A1:SLC1A3	3	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1de08d5b-c3b5-3836-170e-7139dc9f88ba	PDE6A:GDNF	3	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	5ebd2077-0df5-5ad4-b3be-2deba8fa6c89	ING2:RNF4	3	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	6119d715-12b6-b7a4-9a26-6b3c5350390b	ING2:RNF4	3	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1932a613-424f-5ef6-eaa8-11aaaf9ab3b0	ZSWIM4:CBFA2T2	3	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	8aa6c167-99b1-cf58-f0c7-6d906f2ecdf8	CPA4:BAP1	3	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	3fa7eede-ac46-3e21-dd64-057fe4630677	NUTM2B:CDK12	3	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	9a0abe39-cfb4-a498-277c-d01c961c3e7c	SLC35F4:ENSG00000283352	3	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	4c9871ae-6d6e-e8dd-ce4e-bf07fe62b25c	ENSG00000290689:RECQL4	3	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	e67e3efe-acaf-4ac4-c053-0c45f7c05556	RAP1GDS1:SLC29A3	3	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	826742e2-bd7d-8f68-07f5-30a6d8a06aed	TRIM55:NEDD4L	3	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	362d9aa0-b391-7153-87da-92db0cba48e1	BDP1:SH2D7	3	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	24563b4e-d33a-f1a9-c2d2-ba684e889b35	SLC16A4-AS1:NXPE3	3	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	0cd88c08-8f54-3797-468f-e1c6a537a491	FRAS1:NCALD	3	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	5be43c5c-5853-da6b-4a83-f9a5c1f09a9e	G3BP1:ERC1	3	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	7cbcf171-659d-2a82-0fb0-eff3b7dd7ba0	PORCN:OR2F2	3	LowConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	76732b2f-8633-c661-604a-3fa691bb1185	ENSG00000277757:CPNE1	3	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	309cdf06-58e8-909e-74bd-e00f875d1c1a	RPS19:CPNE1	3	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	7b3bda7a-fe41-68bc-307b-f94a25af25db	SERPINA3:AFP	3	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	20cb01ea-c2d5-7d0f-32a3-1d692d85a5f9	WASH2P:WRAP53	3	LowConfidence	True_Recall	positive	100GB	90%	hybrid
