sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	0b91c14c-e222-65c9-3892-d678f8bf6954	PSMD5:EBLN3P	8	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	27105132-16ab-084d-0e93-00810c78f12f	ENSG00000289039:CREM	8	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	8530ee1f-7c05-f8b8-0bde-64d3af4512c2	RNASEH2C:LNX1	8	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	24cb54a0-9500-0b37-7378-2a800c6e3fd5	TBCE:ZNF627	8	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	38fe40e2-d536-4ffa-7a58-ea6a044b0052	ENSG00000291210:RECQL4	8	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	6ba54413-5d54-0a19-fa6e-fc194041bcdf	MAST1:ZNF691	8	LowConfidence	True_Recall	positive	100GB	85%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	39407632-7ac3-c2cb-038e-78233fc988a8	NPAS3:CCDC158	8	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0b9ccf78-e25a-a655-3088-52bd0b0db691	FRAS1:ZNF670	8	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0ba4f7f2-56b8-1588-d3c0-72908f15ed2b	ENSG00000236951:VAMP7	8	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	16c42104-0c35-e631-87fa-5ec683287887	OR4P4:ATP7B	8	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	400c18e4-c4ed-c907-6bc2-f36757c2b003	CPA4:BAP1	8	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	a1d45c43-5bd4-0081-9527-f27ad16a1cb4	CCDC158:NPAS3	8	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	87cc479c-da2a-e764-ea89-7eed0f8c7798	ENSG00000288769:TPD52L1	8	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	01e7b329-5665-fef7-b3c2-b08906c538f4	ADAM17:WDR53	8	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	02063164-d2e6-03a8-2ec3-10f5f36b6492	BTK:GOLGA8F	8	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	3bfee2bf-9ed1-811b-6237-849397a072b9	ALDH1A2-AS1:C5orf60	8	LowConfidence	True_Recall	positive	100GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	81241e6e-96ef-3982-9e4c-e657f0223dbd	ZNF559:UHRF1	7	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	671456fc-e008-7196-ff23-1a92feac7f26	EXD1:LINC02256	7	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	07d094f7-ef4b-2375-0a93-b1c86a9c718f	LINC01141:USP44	7	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1c56215b-9524-6812-7125-8beccff15758	RPS19:CPNE1	7	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	1dd43abd-74b4-d614-1308-be392b4ee6b4	SNX6:CPNE1	7	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	048720dc-bde5-4549-5f87-c83b32d8b4b6	SLC19A1:MAPK10	7	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	b020e814-048d-884a-5d43-27e8e70bf20a	TTLL5:ZNF646	7	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	d31714b2-3bdd-3e3b-62f3-8fc3a0df5d74	SLC28A2:USP2	7	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	74b4d7af-c4b9-877e-d0aa-77e2cc5647ae	TMUB2:ENSG00000255872	7	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	22ce24c9-48ba-d60d-8252-cfce595bf31c	SNHG6:CDK5RAP3	7	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	25f60e20-a78c-49da-97d8-042e12dfd303	ZSWIM4:CBFA2T2	7	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	4771efa0-37e4-9513-0e57-1feed8aa6113	HEATR6:MYO6	7	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	12e90ab6-afa9-46d8-aa52-87475257285c	ERC1:AP1G1	7	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	00a2bb68-04f4-2da0-0707-a7db7994d2aa	WIF1:SSR4	7	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	56a3cd7a-81f4-621a-aa95-77bb2a7befdd	ALDH1A2-AS1:C5orf60	7	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3c16a040-47c5-89e6-c819-9f700a742756	JADE1:LINC00205	7	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	2a015069-2cc9-223b-ad9e-3057c36ec430	SNHG6:CDK5RAP3	7	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	175f896c-9c6f-7b17-0134-d50d3fab3105	PAPLN:HULC	7	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	26125c45-80ab-29ce-7b94-5f85eb6cbd19	LDLRAD4:NUTF2	7	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	383dbd9f-84e2-8301-3aa3-d809ec958dd5	ALS2:RMND5B	7	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	98451e0e-cfc6-6074-5602-e128736f4222	PORCN:OR2F2	7	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	3b243390-ff93-2ff6-853d-f631320236ee	LPO:MPO	6	LowConfidence	True_Recall	positive	10GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	094f36a9-a440-de46-7659-8973ba50af34	LYST:RNU6-968P	6	LowConfidence	True_Recall	positive	100GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	ac0d7e7f-3c17-1d9c-9ac3-5d2657df7317	C12orf75:ENSG00000286520	6	LowConfidence	True_Recall	positive	10GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	849ca785-47ec-ce2a-4127-ae8e170e3736	OR4P4:STX3	6	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	083e62df-8e57-7885-8005-dccdcab7ce20	SLC17A5:RPL7L1	6	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	1af29560-b84d-c768-ebf0-c3701ebf32b9	FAM110A:LINC01524	6	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	d2552970-e712-f3dc-d33f-f4266e0fd841	ENSG00000289039:CREM	6	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	07dcd845-edc4-2fe6-579d-d3ef7d4b313c	NAA25:PEX5	6	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	2f9dfb5d-7ca5-7f61-ed7f-d047b29f3ea0	AFDN:BRPF3	6	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	13cb14ba-3fc3-739c-f891-46ba49d18ba0	HULC:PAPLN	6	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	3aeb264e-23c4-5026-ffbe-a8056d994cc1	CPNE1:ENSG00000283103	6	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	075bc6ab-59d7-1a91-da67-e59bffb1abc5	IQCJ-SCHIP1:MIR100HG	6	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	8d9838e6-ca34-8ef4-2ba0-305b103e381a	PRKAR2A:USP9Y	6	LowConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	41063392-7fde-adc9-f5d5-81325077e91d	BTK:GOLGA8G	6	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	10c1f794-5010-d868-2084-3e53c8c4e4d1	ENSG00000235059:VAMP7	6	LowConfidence	Partial_Recall	positive	100GB	90%	chromosomal_misalignment:intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0922cc67-1c16-1c8e-eaa4-006f850ba985	CPNE1:ENSG00000283103	6	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	052f1169-e9c9-0c81-49c7-a29129c9c1bf	ENSG00000281920:ASPH	6	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	26ff022e-0189-4fa2-f906-6c84ea75fb2c	THSD4:ALS2	6	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	09df7848-190c-cfa1-c7a7-94eb554ac24c	IL12RB2:KRBA2	6	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	221bc15b-249b-f6c9-691e-d7a10e0c046e	G3BP1:ERC1	6	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	48ed422f-b43c-1980-c632-d797482952bf	UGT1A4:ACD	6	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	7f9868eb-696a-ec71-c2e0-a5f1c56a595a	CCDC158:NPAS3	6	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	1b63e4a8-3ca6-0d8b-f0ed-a1b4bbdc9107	ENSG00000260983:TRMT112	6	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	11ad8565-2eb6-440a-ee25-345028b19802	ENSG00000258177:SIRT5	6	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	234aa5e8-3ea2-4b85-2b2c-ff8e6ae5acfb	ANKRD28:ORC6	6	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	9ce888cc-7ae7-3439-5546-f3f1071d722c	RNF214:JMJD4	6	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	8eb52548-abe0-3d71-d312-ceefd99f9b61	FXN:ENSG00000285130	5	LowConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	020a150d-038e-14ff-b0b3-bb92d17ca147	ENSG00000189229:GRM7-AS3	5	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	6dd293b8-d784-9c5f-cb13-344f8532efe1	DENND3:SLC45A4	5	LowConfidence	True_Recall	positive	10GB	90%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	a32754bc-fcdc-4145-4b66-a32c9f353a98	OR4P4:STX3	5	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	19ec8eb3-f7a9-9aa0-25fd-f11c362adaec	LNPK:KIF5C	5	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	ce4df20e-8e64-6b7c-8bc1-0f8aa552a39b	PLCB1:PIGT	5	LowConfidence	True_Recall	positive	10GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	9de5d52a-8585-b56b-2e4b-e08e5819cb92	CELF2:ERCC6	5	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	e9dffecb-31a6-0c2b-a6c7-3348cbcc15b1	CHRNA6:TMEM67	5	LowConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	335d8105-3ecd-af3a-a258-382e590ee64a	HMOX2:HSDL1	5	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	81da1337-4803-eddf-59fc-cef24f18173d	ENSG00000227083:KDM5C-IT1	5	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	12443736-0b63-1d7a-e44c-0731e0641978	SNHG6:CDK5RAP3	5	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	43a3afbc-a2b6-c4ae-ad9c-32023498110f	ANKRD28:ORC6	5	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	3eb677f6-3406-7854-1fff-2ac2b4bbba6d	ATP7B:OR4P4	5	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	564d729f-45f5-d04b-c196-d496c3121268	ZRANB3:ERC1	5	LowConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	90b70b0f-618b-4f32-be30-37569557a344	KCTD19:SKIC3	5	LowConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	00e1bf21-5206-b3c3-58a4-098c6de75ec7	KAT7:NEFL	5	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0d18f8df-dd25-eb0a-b4f4-9ab0cf85d473	TRIM55:NEDD4L	5	LowConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	15069e61-4e67-01ab-c808-f03c2451ee3f	CUL2:DDHD2	5	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	45dd2b5f-2fd5-96d2-dc12-93cb6f659b39	FRAS1:NCALD	5	LowConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	c0ac3d98-57e2-c66f-85e0-d46ce7dcba63	FKTN:XPO1	5	LowConfidence	True_Recall	positive	10GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	6bc07b7e-c1e5-bb1f-1104-d38c206f6072	ZNF670:FRAS1	5	LowConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	c244b39a-8293-1cbc-01ef-ea2179c51acd	CABYR:GLIS2-AS1	5	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	9f7e6fc8-f47c-b562-5d59-0a2fb19d5676	MAPK8IP1:FLVCR2	5	LowConfidence	Partial_Recall	positive	100GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	588ce3d6-7444-626b-1854-e7e46fec37ca	ENSG00000254979:ZSCAN32	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	a09497d3-b91c-9479-f251-2b3e340dba0f	TBCE:ZNF627	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	5d660a04-4e9a-7ab5-dbb6-60892f71d06f	ENSG00000286799:GLIPR1-AS1	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	3c31403f-ee30-d542-9329-4060bfb8dbdc	TMUB2:SLC4A3	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	42c78bf1-899c-f720-28e4-1c94528104ca	ASPN:RPP40	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	511f1f22-8bbd-a2bb-0ef9-c1a2e5e3784c	USP2:ENSG00000261821	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	5a5897e9-6017-de57-2f81-3331f1e0fad6	MGST3:SRP68	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	08af3b72-b52f-f517-22d8-ed2c2d93ba86	RER1:GMNC	5	LowConfidence	True_Recall	positive	10GB	95%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	1220dffc-3395-41f2-61f7-eb495812eb7f	JMJD7:MIR9-1HG	5	LowConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	118fdfa8-5964-be5e-7a70-3fefb85465ea	PKP3:SIGIRR	4	LowConfidence	True_Recall	positive	100GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	7bb90c82-7916-f6a2-7641-7ad8840a186e	PTGS1:ENSG00000233616	4	LowConfidence	True_Recall	positive	10GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	2e320294-5cc4-9274-2cca-b1456b4fe13f	PLCZ1:ENSG00000255648	4	LowConfidence	True_Recall	positive	10GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	db878fe9-117f-7a9f-1ab1-6f9b492c0576	ENSG00000285130:FXN	4	LowConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	39c1b25f-9fc3-eda7-1cf1-71e8d8f06886	C12orf75:ENSG00000286520	4	LowConfidence	True_Recall	positive	10GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	7a0bba5a-6c48-1fe3-2c99-8333af2271d2	EXD1:LINC02256	4	LowConfidence	True_Recall	positive	100GB	90%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	2ac0a719-75cc-d014-675a-4346560f9ec0	SCN1B:PPP6R1	4	LowConfidence	True_Recall	positive	100GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	0f417e98-8eb9-b116-3be8-37cff3a3ce80	NUP155:PIK3R1	4	LowConfidence	True_Recall	positive	10GB	95%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	8381304b-3102-1051-61cb-83431a58dd07	TLE4:ENSG00000228714	4	LowConfidence	True_Recall	positive	10GB	85%	intra_chromosome
